Time	EMG	Muscle Force
0.119	0.82768	0.276933
0.12	0.139554	0.276933
0.121	-1.11685	0.276933
0.122	-2.68848	0.276933
0.123	-10.7988	0.276933
0.124	9.92938	0.276933
0.125	12.5222	0.276933
0.126	-4.92279	0.276933
0.127	-3.72627	0.276933
0.128	-2.22845	0.276933
0.129	-0.826682	0.276933
0.13	0.161893	0.276933
0.131	0.59845	0.276933
0.132	0.530168	0.276933
0.133	0.198268	0.276933
0.134	-0.0644534	0.276933
0.135	-0.0320617	0.276933
0.136	0.397702	0.276933
0.137	1.14424	0.276933
0.138	1.97574	0.276933
0.139	2.59884	0.276933
0.14	-9.53754	0.276933
0.141	-3.90113	0.276933
0.142	8.38647	0.276933
0.143	0.590121	0.276933
0.144	-0.274718	0.276933
0.145	-0.729009	0.276933
0.146	-0.655121	0.276933
0.147	-0.142562	0.276933
0.148	0.535577	0.276933
0.149	1.00427	0.276933
0.15	0.93852	0.276933
0.151	0.161545	0.276933
0.152	-1.23146	0.276933
0.153	-2.94143	0.276933
0.154	-4.53337	0.276933
0.155	-5.57957	0.276933
0.156	16.9877	0.276933
0.157	14.3733	0.276933
0.158	-19.5082	0.276933
0.159	-2.29741	0.276933
0.16	-0.814019	0.276933
0.161	0.290937	0.276933
0.162	0.915565	0.276933
0.163	1.13078	0.276933
0.164	1.10264	0.276933
0.165	0.984317	0.276933
0.166	0.837882	0.276933
0.167	0.586281	0.276933
0.168	0.0620646	0.276933
0.169	-0.862594	0.276933
0.17	-2.20643	0.276933
0.171	-3.81307	0.276933
0.172	-5.36967	0.276933
0.173	15.2564	0.276933
0.174	-8.42409	0.276933
0.175	11.3028	0.276933
0.176	-5.17176	0.276933
0.177	-3.46898	0.276933
0.178	-1.70856	0.276933
0.179	-0.26086	0.276933
0.18	0.646241	0.276933
0.181	0.976145	0.276933
0.182	0.832301	0.276933
0.183	0.442227	0.276933
0.184	0.0770374	0.276933
0.185	-0.133071	0.276933
0.186	-0.147643	0.276933
0.187	-0.0295729	0.276933
0.188	0.097496	0.276933
0.189	0.109284	0.276933
0.19	-1.96416	0.276556
0.191	-2.43931	0.276933
0.192	6.22971	0.276933
0.193	-1.12068	0.276933
0.194	-1.1921	0.276933
0.195	-0.936603	0.276933
0.196	-0.378495	0.276933
0.197	0.336308	0.276556
0.198	0.969407	0.276556
0.199	1.25678	0.276556
0.2	0.992191	0.276556
0.201	0.0832081	0.276933
0.202	-1.3358	0.276933
0.203	-2.98115	0.276933
0.204	-4.46318	0.276933
0.205	-5.39599	0.276933
0.206	15.6223	0.276933
0.207	14.9231	0.276933
0.208	-20.028	0.276933
0.209	-1.66537	0.276933
0.21	-0.106305	0.276933
0.211	0.937425	0.276933
0.212	1.28653	0.276933
0.213	1.00218	0.276933
0.214	0.351835	0.276933
0.215	-0.296699	0.276933
0.216	-0.6078	0.276933
0.217	-0.410914	0.276933
0.218	0.234847	0.276933
0.219	1.10064	0.276933
0.22	1.85288	0.276933
0.221	2.1914	0.276933
0.222	1.96165	0.276933
0.223	-20.3625	0.276933
0.224	2.92465	0.276933
0.225	17.3747	0.276933
0.226	-1.6709	0.276933
0.227	-1.97982	0.276933
0.228	-1.82636	0.276933
0.229	-1.34541	0.276933
0.23	-0.743836	0.276933
0.231	-0.214671	0.276933
0.232	0.133334	0.276933
0.233	0.269019	0.276933
0.234	0.318649	0.276933
0.235	0.37375	0.276933
0.236	0.518195	0.276933
0.237	0.767005	0.276933
0.238	1.06207	0.276933
0.239	1.30288	0.276933
0.24	-5.84037	0.276933
0.241	-4.5252	0.276933
0.242	7.52016	0.276933
0.243	0.608306	0.276933
0.244	0.186128	0.276933
0.245	-0.187246	0.276933
0.246	-0.468129	0.276933
0.247	-0.63889	0.276933
0.248	-0.689344	0.276933
0.249	-0.570334	0.276933
0.25	-0.283615	0.276933
0.251	0.172218	0.276933
0.252	0.808356	0.276933
0.253	1.56189	0.276933
0.254	2.32288	0.276933
0.255	2.95822	0.276933
0.256	-20.7676	0.276933
0.257	22.9064	0.276933
0.258	-12.4154	0.276933
0.259	2.55041	0.276933
0.26	1.76731	0.276933
0.261	0.897994	0.276933
0.262	0.0697183	0.276933
0.263	-0.595647	0.276933
0.264	-0.992494	0.276933
0.265	-1.04466	0.276556
0.266	-0.728646	0.276933
0.267	-0.0754891	0.276933
0.268	0.788087	0.276933
0.269	1.68738	0.276933
0.27	2.40532	0.276933
0.271	2.74469	0.276933
0.272	2.58612	0.276933
0.273	-22.0537	0.276933
0.274	2.19394	0.276933
0.275	17.637	0.276556
0.276	-1.26704	0.276933
0.277	-1.91163	0.276933
0.278	-2.0455	0.276933
0.279	-1.66936	0.276933
0.28	-0.918218	0.276933
0.281	-0.0221023	0.276933
0.282	0.765697	0.276556
0.283	1.19511	0.276933
0.284	1.16004	0.276933
0.285	0.615033	0.276933
0.286	-0.346839	0.276933
0.287	-1.5422	0.276933
0.288	-2.7392	0.276933
0.289	-3.70479	0.276933
0.29	10.1737	0.276933
0.291	-3.11507	0.276933
0.292	2.83232	0.276933
0.293	-2.80778	0.276933
0.294	-1.63593	0.276933
0.295	-0.483486	0.276933
0.296	0.407788	0.276933
0.297	0.865301	0.276933
0.298	0.834832	0.276933
0.299	0.415274	0.276933
0.3	-0.222323	0.276933
0.301	-0.831976	0.276933
0.302	-1.14574	0.276933
0.303	-1.0033	0.276933
0.304	-0.37628	0.276933
0.305	0.619021	0.276933
0.306	9.94017	0.276933
0.307	0.47637	0.276933
0.308	-15.921	0.276933
0.309	3.25779	0.276933
0.31	2.6738	0.276933
0.311	1.69998	0.276933
0.312	0.630568	0.276933
0.313	-0.214845	0.276933
0.314	-0.600308	0.276933
0.315	-0.461002	0.276933
0.316	0.0511383	0.276933
0.317	0.648554	0.276933
0.318	0.958794	0.276933
0.319	0.695868	0.276933
0.32	-0.253234	0.276933
0.321	-1.76853	0.276933
0.322	-3.52597	0.276933
0.323	-6.80937	0.276933
0.324	9.01963	0.276933
0.325	11.9144	0.276933
0.326	-5.55808	0.276933
0.327	-4.21504	0.276933
0.328	-2.55411	0.276933
0.329	-0.946359	0.276933
0.33	0.308196	0.276933
0.331	1.04763	0.276933
0.332	1.25133	0.276933
0.333	1.03726	0.276933
0.334	0.592588	0.276933
0.335	0.0492011	0.276933
0.336	-0.483851	0.276933
0.337	-0.955703	0.276933
0.338	-1.35499	0.276933
0.339	-1.67743	0.276933
0.34	4.88029	0.276933
0.341	-4.11743	0.276933
0.342	4.52527	0.276933
0.343	-1.51941	0.276933
0.344	-1.00039	0.276933
0.345	-0.40047	0.276933
0.346	0.136479	0.276933
0.347	0.468264	0.276933
0.348	0.506237	0.276933
0.349	0.23816	0.276933
0.35	-0.225719	0.276933
0.351	-0.715928	0.276933
0.352	-1.00409	0.276933
0.353	-0.927027	0.276933
0.354	-0.424873	0.276933
0.355	0.426134	0.276933
0.356	9.12542	0.276933
0.357	3.07077	0.276933
0.358	-17.0501	0.276933
0.359	2.77992	0.276556
0.36	2.26798	0.276933
0.361	1.45114	0.276933
0.362	0.618656	0.276933
0.363	0.0514043	0.276933
0.364	-0.0913236	0.276556
0.365	0.155262	0.276556
0.366	0.561506	0.276556
0.367	0.785669	0.276556
0.368	0.480999	0.276556
0.369	-0.52865	0.276556
0.37	-2.18833	0.276556
0.371	-4.19674	0.276556
0.372	-6.08865	0.276556
0.373	17.5882	0.276556
0.374	-8.15028	0.276556
0.375	9.60165	0.276556
0.376	-5.47637	0.276556
0.377	-3.46794	0.276556
0.378	-1.49001	0.276556
0.379	0.0373003	0.276556
0.38	0.878698	0.276556
0.381	1.0324	0.276556
0.382	0.708378	0.276556
0.383	0.190919	0.276556
0.384	-0.186469	0.276556
0.385	-0.259301	0.276556
0.386	0.00429135	0.276556
0.387	0.494142	0.276933
0.388	1.02105	0.276556
0.389	1.39899	0.276556
0.39	-5.2653	0.276556
0.391	-4.16771	0.276556
0.392	7.30114	0.276933
0.393	0.515432	0.276933
0.394	0.076726	0.276556
0.395	-0.2675	0.276556
0.396	-0.49152	0.276933
0.397	-0.599909	0.276556
0.398	-0.601415	0.276933
0.399	-0.490919	0.276933
0.4	-0.243914	0.276933
0.401	0.142709	0.276933
0.402	0.688151	0.276933
0.403	1.34808	0.276933
0.404	2.03458	0.276933
0.405	2.63285	0.276933
0.406	-19.409	0.276556
0.407	23.6141	0.276933
0.408	-13.7909	0.276933
0.409	2.43998	0.276933
0.41	1.72915	0.276933
0.411	0.915194	0.276933
0.412	0.126843	0.276933
0.413	-0.508128	0.276933
0.414	-0.88063	0.276933
0.415	-0.919432	0.276933
0.416	-0.605997	0.276933
0.417	0.00566316	0.276933
0.418	0.773179	0.276933
0.419	1.51983	0.276933
0.42	2.04568	0.276933
0.421	2.19009	0.276933
0.422	1.88301	0.276933
0.423	-20.002	0.276933
0.424	3.49563	0.276933
0.425	15.5649	0.276933
0.426	-1.48205	0.276933
0.427	-1.84413	0.276933
0.428	-1.77477	0.276933
0.429	-1.34407	0.276933
0.43	-0.711287	0.276933
0.431	-0.0685841	0.276933
0.432	0.421309	0.276933
0.433	0.636402	0.276933
0.434	0.611385	0.276933
0.435	0.38168	0.276933
0.436	0.0404505	0.276933
0.437	-0.324118	0.276933
0.438	-0.655316	0.276933
0.439	-0.174129	0.276933
0.44	1.11265	0.276933
0.441	-3.48178	0.276933
0.442	4.8356	0.276933
0.443	-1.29144	0.276933
0.444	-1.03604	0.276933
0.445	-0.600313	0.276933
0.446	-0.0472641	0.276933
0.447	0.49339	0.276933
0.448	0.85349	0.276933
0.449	0.901349	0.276933
0.45	0.523807	0.276933
0.451	-0.267452	0.276933
0.452	-1.30107	0.276933
0.453	-2.3336	0.276933
0.454	-3.09097	0.276933
0.455	-3.35023	0.276933
0.456	13.7338	0.276556
0.457	11.5473	0.276933
0.458	-20.6194	0.276933
0.459	0.16763	0.276933
0.46	1.01616	0.276933
0.461	1.36625	0.276933
0.462	1.19846	0.276933
0.463	0.666336	0.276933
0.464	0.0362285	0.276933
0.465	-0.413911	0.276933
0.466	-0.500392	0.276933
0.467	-0.188029	0.276933
0.468	0.371571	0.276933
0.469	0.935943	0.276933
0.47	1.24141	0.276933
0.471	1.11107	0.276933
0.472	0.520773	0.276933
0.473	-15.3488	0.276933
0.474	3.84473	0.276556
0.475	14.9933	0.276933
0.476	-2.56421	0.276933
0.477	-2.4742	0.276933
0.478	-1.96658	0.276933
0.479	-1.2112	0.276933
0.48	-0.420999	0.276933
0.481	0.216319	0.276933
0.482	0.564868	0.276556
0.483	0.616226	0.276933
0.484	0.471258	0.276933
0.485	0.213822	0.276933
0.486	-0.0499477	0.276933
0.487	-0.254172	0.276556
0.488	-0.388061	0.276933
0.489	-0.482664	0.276933
0.49	2.63671	0.276933
0.491	-5.59397	0.276933
0.492	4.80614	0.276556
0.493	-0.815839	0.276933
0.494	-0.698191	0.276933
0.495	-0.409113	0.276556
0.496	0.0100727	0.276556
0.497	0.443584	0.276556
0.498	0.730625	0.276933
0.499	0.730788	0.276933
0.5	0.339576	0.276933
0.501	-0.419606	0.276933
0.502	-1.37026	0.276933
0.503	-2.26957	0.276933
0.504	-2.85763	0.276933
0.505	-2.94411	0.276933
0.506	16.878	0.276933
0.507	5.5585	0.276933
0.508	-18.3205	0.276933
0.509	0.458287	0.276933
0.51	1.05728	0.276933
0.511	1.19384	0.276933
0.512	0.940767	0.276933
0.513	0.505685	0.276933
0.514	0.137532	0.276933
0.515	0.0156802	0.276933
0.516	0.172236	0.276933
0.517	0.468774	0.276933
0.518	0.632318	0.276933
0.519	0.405631	0.276933
0.52	-0.363361	0.276556
0.521	-1.63221	0.276933
0.522	-3.15495	0.276556
0.523	-6.55221	0.276933
0.524	8.44144	0.276556
0.525	10.7681	0.276556
0.526	-4.88678	0.276556
0.527	-3.59644	0.276556
0.528	-2.05217	0.276556
0.529	-0.650248	0.276556
0.53	0.304782	0.276556
0.531	0.691872	0.276556
0.532	0.59804	0.276933
0.533	0.242984	0.276933
0.534	-0.0498952	0.276556
0.535	-0.0777621	0.276933
0.536	0.245904	0.276556
0.537	0.848672	0.276556
0.538	1.54143	0.276933
0.539	2.10091	0.276556
0.54	-7.28543	0.276933
0.541	-5.04673	0.276933
0.542	7.74531	0.276556
0.543	1.19772	0.276933
0.544	0.54256	0.276933
0.545	-0.0345084	0.276556
0.546	-0.471101	0.276556
0.547	-0.749474	0.276556
0.548	-0.866753	0.276556
0.549	-0.793008	0.276933
0.55	-0.516829	0.276933
0.551	-0.0114852	0.276933
0.552	0.746908	0.276933
0.553	1.70042	0.276933
0.554	2.72224	0.276556
0.555	3.6366	0.276933
0.556	-18.833	0.276933
0.557	19.8561	0.276933
0.558	-13.6408	0.276933
0.559	3.42985	0.276933
0.56	2.38829	0.276933
0.561	1.22976	0.276933
0.562	0.158871	0.276933
0.563	-0.647579	0.276933
0.564	-1.07129	0.276933
0.565	-1.07252	0.276933
0.566	-0.683742	0.276933
0.567	-0.00777389	0.276933
0.568	0.781092	0.276933
0.569	1.5021	0.276933
0.57	1.97572	0.276933
0.571	2.07113	0.276933
0.572	1.74084	0.276933
0.573	-18.3798	0.276933
0.574	3.07032	0.276933
0.575	14.6345	0.276933
0.576	-1.55485	0.276933
0.577	-1.91116	0.276933
0.578	-1.82094	0.276933
0.579	-1.33027	0.276933
0.58	-0.590555	0.276933
0.581	0.182947	0.276933
0.582	0.776563	0.276933
0.583	1.00042	0.276933
0.584	0.813274	0.276933
0.585	0.219355	0.276933
0.586	-0.660006	0.276933
0.587	-1.64641	0.276933
0.588	-2.54777	0.276933
0.589	1.79677	0.276933
0.59	5.29962	0.276556
0.591	-4.40372	0.276556
0.592	2.98802	0.276933
0.593	-2.0661	0.276556
0.594	-1.13794	0.276556
0.595	-0.245504	0.276556
0.596	0.44125	0.276556
0.597	0.794229	0.276556
0.598	0.761191	0.276933
0.599	0.400855	0.276933
0.6	-0.177497	0.276933
0.601	-0.790676	0.276933
0.602	-1.2103	0.276933
0.603	-1.27138	0.276933
0.604	-0.899769	0.276933
0.605	-0.140107	0.276933
0.606	10.8488	0.276933
0.607	3.57304	0.276933
0.608	-18.2625	0.276933
0.609	2.77325	0.276933
0.61	2.4991	0.276556
0.611	1.79396	0.276933
0.612	0.8799	0.276933
0.613	0.0402071	0.276933
0.614	-0.476584	0.276933
0.615	-0.548493	0.276933
0.616	-0.225981	0.276933
0.617	0.297006	0.276933
0.618	0.715322	0.276556
0.619	0.760108	0.276556
0.62	0.275001	0.276933
0.621	-0.714927	0.276556
0.622	-2.00483	0.276556
0.623	-8.57778	0.276556
0.624	6.17033	0.276556
0.625	12.0584	0.276556
0.626	-4.18531	0.276556
0.627	-3.29627	0.276556
0.628	-2.0959	0.276556
0.629	-0.880085	0.276556
0.63	0.0935278	0.276556
0.631	0.673314	0.276556
0.632	0.823589	0.276933
0.633	0.651072	0.276556
0.634	0.340239	0.276556
0.635	0.0216386	0.276556
0.636	-0.20005	0.276556
0.637	-0.297336	0.276556
0.638	-0.310247	0.276556
0.639	-0.309316	0.276556
0.64	2.33006	0.276556
0.641	-5.87717	0.276933
0.642	4.98876	0.276556
0.643	-0.568236	0.276933
0.644	-0.471545	0.276556
0.645	-0.239011	0.276556
0.646	0.0700486	0.276556
0.647	0.342262	0.276556
0.648	0.452026	0.276556
0.649	0.316991	0.276933
0.65	-0.0814668	0.276933
0.651	-0.650303	0.276933
0.652	-1.19176	0.276933
0.653	-1.50375	0.276556
0.654	-1.42933	0.276933
0.655	-0.920699	0.276556
0.656	14.1597	0.276933
0.657	2.35489	0.276933
0.658	-18.1957	0.276933
0.659	2.16935	0.276933
0.66	2.10986	0.276556
0.661	1.60716	0.276933
0.662	0.869432	0.276933
0.663	0.179394	0.276556
0.664	-0.216238	0.276933
0.665	-0.207935	0.276933
0.666	0.128901	0.276933
0.667	0.555551	0.276933
0.668	0.734795	0.276933
0.669	0.400042	0.276933
0.67	-0.559498	0.276933
0.671	-2.03195	0.276933
0.672	-3.70274	0.276933
0.673	-3.62944	0.276933
0.674	7.53344	0.276933
0.675	9.84498	0.276933
0.676	-5.11563	0.276933
0.677	-3.66146	0.276933
0.678	-1.99441	0.276933
0.679	-0.523384	0.276933
0.68	0.45087	0.276933
0.681	0.819908	0.276933
0.682	0.687014	0.276933
0.683	0.282108	0.276933
0.684	-0.0688349	0.276933
0.685	-0.162703	0.276933
0.686	0.0910602	0.276933
0.687	0.628219	0.276933
0.688	1.27185	0.276933
0.689	1.81165	0.276933
0.69	-5.07268	0.276933
0.691	-5.90499	0.276933
0.692	6.98094	0.276933
0.693	1.1651	0.276933
0.694	0.593616	0.276933
0.695	0.0699136	0.276933
0.696	-0.353514	0.276933
0.697	-0.657546	0.276933
0.698	-0.827538	0.276933
0.699	-0.823274	0.276933
0.7	-0.607489	0.276933
0.701	-0.130953	0.276933
0.702	0.643117	0.276933
0.703	1.66094	0.276933
0.704	2.78694	0.276933
0.705	3.8224	0.276933
0.706	-18.0346	0.276933
0.707	19.5445	0.276933
0.708	-14.5885	0.276933
0.709	3.65552	0.276933
0.71	2.47606	0.276933
0.711	1.19102	0.276933
0.712	0.0630673	0.276933
0.713	-0.694286	0.276933
0.714	-0.969545	0.276933
0.715	-0.778295	0.276933
0.716	-0.246863	0.276933
0.717	0.410381	0.276933
0.718	0.9357	0.276933
0.719	1.13235	0.276556
0.72	0.888927	0.276933
0.721	0.218602	0.276933
0.722	-0.740637	0.276933
0.723	-12.023	0.276933
0.724	5.29303	0.276933
0.725	11.9828	0.276933
0.726	-2.95828	0.276933
0.727	-2.44601	0.276933
0.728	-1.64966	0.276933
0.729	-0.801046	0.276933
0.73	-0.119519	0.276933
0.731	0.26047	0.276933
0.732	0.354189	0.276933
0.733	0.217179	0.276933
0.734	0.0685452	0.276933
0.735	0.0463393	0.276933
0.736	0.240358	0.276933
0.737	0.635042	0.276933
0.738	1.12061	0.276933
0.739	1.54105	0.276933
0.74	-3.94369	0.276933
0.741	-5.96991	0.276933
0.742	6.44873	0.276933
0.743	0.899905	0.276933
0.744	0.380181	0.276933
0.745	-0.0638346	0.276933
0.746	-0.362767	0.276933
0.747	-0.50009	0.276933
0.748	-0.497343	0.276933
0.749	-0.371653	0.276933
0.75	-0.173229	0.276933
0.751	0.0767712	0.276933
0.752	0.396479	0.276933
0.753	0.780817	0.276933
0.754	1.20798	0.276933
0.755	1.63314	0.276933
0.756	-15.3261	0.276933
0.757	24.9788	0.276933
0.758	-16.9871	0.276933
0.759	2.00997	0.276933
0.76	1.57141	0.276933
0.761	0.974202	0.276933
0.762	0.324938	0.276933
0.763	-0.245479	0.276933
0.764	-0.611321	0.276933
0.765	-0.68552	0.276933
0.766	-0.440929	0.276933
0.767	0.0617374	0.276933
0.768	0.666552	0.276933
0.769	1.19503	0.276933
0.77	1.46801	0.276933
0.771	1.36912	0.276933
0.772	0.88783	0.276933
0.773	-15.7779	0.276933
0.774	3.68788	0.276933
0.775	13.1843	0.276933
0.776	-1.7959	0.276933
0.777	-1.79669	0.276933
0.778	-1.46318	0.276933
0.779	-0.944081	0.276933
0.78	-0.424334	0.276933
0.781	-0.0530038	0.276933
0.782	0.131794	0.276933
0.783	0.124491	0.276933
0.784	0.0956218	0.276933
0.785	0.152312	0.276933
0.786	0.379576	0.276933
0.787	0.77519	0.276933
0.788	1.24888	0.276933
0.789	1.65983	0.276933
0.79	-4.26868	0.276933
0.791	-6.12654	0.276933
0.792	6.34355	0.276933
0.793	1.02168	0.276933
0.794	0.488789	0.276933
0.795	0.0215942	0.276933
0.796	-0.309852	0.276933
0.797	-0.48806	0.276933
0.798	-0.532029	0.276933
0.799	-0.445513	0.276933
0.8	-0.268993	0.276933
0.801	-0.0145617	0.276933
0.802	0.34601	0.276933
0.803	0.809864	0.276933
0.804	1.34637	0.276933
0.805	1.89283	0.276933
0.806	-13.8872	0.276933
0.807	22.8306	0.276933
0.808	-17.4873	0.276933
0.809	2.50432	0.276933
0.81	2.0149	0.276933
0.811	1.32005	0.276933
0.812	0.529288	0.276933
0.813	-0.217053	0.276933
0.814	-0.77112	0.276933
0.815	-1.0115	0.276933
0.816	-0.861915	0.276933
0.817	-0.321922	0.276933
0.818	0.496122	0.276933
0.819	1.41982	0.276933
0.82	2.22648	0.276933
0.821	2.70463	0.276933
0.822	2.7142	0.276933
0.823	-18.7936	0.276933
0.824	0.952561	0.276933
0.825	14.3185	0.276933
0.826	-0.630762	0.276933
0.827	-1.27272	0.276933
0.828	-1.46978	0.276933
0.829	-1.22399	0.276933
0.83	-0.6662	0.276933
0.831	-0.0113322	0.276933
0.832	0.533895	0.276933
0.833	0.740827	0.276933
0.834	0.584557	0.276933
0.835	0.0753164	0.276933
0.836	-0.654285	0.276933
0.837	-1.42017	0.276933
0.838	-2.0394	0.276933
0.839	4.15377	0.276933
0.84	3.46948	0.276933
0.841	-6.69005	0.276933
0.842	3.06375	0.276933
0.843	-0.822228	0.276933
0.844	-0.234566	0.276933
0.845	0.160954	0.276933
0.846	0.294114	0.276933
0.847	0.174809	0.276933
0.848	-0.104487	0.276933
0.849	-0.364407	0.276933
0.85	-0.461196	0.276933
0.851	-0.281466	0.276933
0.852	0.240817	0.276933
0.853	1.05061	0.276933
0.854	2.00425	0.276933
0.855	2.91013	0.276933
0.856	-17.6438	0.276933
0.857	24.429	0.276933
0.858	-17.8215	0.276933
0.859	3.21243	0.276556
0.86	2.37434	0.276556
0.861	1.37957	0.276556
0.862	0.394623	0.276556
0.863	-0.420289	0.276933
0.864	-0.934058	0.276933
0.865	-1.06884	0.276933
0.866	-0.812185	0.276933
0.867	-0.216313	0.276933
0.868	0.59029	0.276933
0.869	1.42203	0.276933
0.87	2.083	0.276933
0.871	2.40447	0.276933
0.872	2.29243	0.276933
0.873	-17.8134	0.276556
0.874	1.17506	0.276933
0.875	14.2331	0.276556
0.876	-0.873235	0.276933
0.877	-1.40827	0.276933
0.878	-1.53768	0.276933
0.879	-1.27068	0.276933
0.88	-0.721509	0.276933
0.881	-0.0725523	0.276933
0.882	0.492338	0.276933
0.883	0.773607	0.276933
0.884	0.723081	0.276933
0.885	0.363324	0.276933
0.886	-0.22561	0.276933
0.887	-0.901839	0.276933
0.888	-1.52069	0.276933
0.889	-1.97298	0.276933
0.89	4.53224	0.276933
0.891	4.5184	0.276933
0.892	-7.39785	0.276933
0.893	2.67059	0.276933
0.894	-1.25138	0.276933
0.895	-0.717049	0.276933
0.896	-0.135981	0.276933
0.897	0.424617	0.276933
0.898	0.862255	0.276933
0.899	1.06479	0.276933
0.9	0.920543	0.276933
0.901	0.357685	0.276933
0.902	-0.577014	0.276933
0.903	-1.71507	0.276933
0.904	-2.80424	0.276933
0.905	-3.56064	0.276933
0.906	-3.75269	0.276933
0.907	18.5335	0.276933
0.908	10.7168	0.276933
0.909	-24.4872	0.276933
0.91	0.527615	0.276933
0.911	1.52817	0.276933
0.912	1.92767	0.276933
0.913	1.68195	0.276933
0.914	0.949381	0.276933
0.915	0.0360429	0.276933
0.916	-0.719581	0.276933
0.917	-1.04082	0.276933
0.918	-0.787141	0.276933
0.919	-0.0387373	0.276933
0.92	0.981503	0.276933
0.921	1.96334	0.276933
0.922	2.61182	0.276933
0.923	2.73376	0.276933
0.924	-16.6786	0.276933
0.925	0.4612	0.276933
0.926	13.3897	0.276933
0.927	-0.72786	0.276933
0.928	-1.41009	0.276933
0.929	-1.59207	0.276933
0.93	-1.25798	0.276933
0.931	-0.543161	0.276933
0.932	0.299325	0.276933
0.933	0.96663	0.276556
0.934	1.17037	0.276933
0.935	0.804357	0.276933
0.936	-0.153931	0.276933
0.937	-1.529	0.276933
0.938	-3.02202	0.276933
0.939	-4.29017	0.276933
0.94	6.30056	0.276933
0.941	9.61235	0.276933
0.942	-8.42163	0.276933
0.943	0.70548	0.276933
0.944	-1.88357	0.276933
0.945	-0.566585	0.276933
0.946	0.377238	0.276933
0.947	0.787722	0.276933
0.948	0.670309	0.276933
0.949	0.191097	0.276933
0.95	-0.350606	0.276933
0.951	-0.680676	0.276933
0.952	-0.591206	0.276933
0.953	0.0196488	0.276933
0.954	1.07319	0.276933
0.955	2.35553	0.276933
0.956	3.58492	0.276933
0.957	-17.0684	0.276933
0.958	22.6483	0.276933
0.959	-18.6953	0.276933
0.96	4.01379	0.276933
0.961	2.94143	0.276933
0.962	1.6989	0.276933
0.963	0.498117	0.276933
0.964	-0.474384	0.276933
0.965	-1.08127	0.276933
0.966	-1.25882	0.276933
0.967	-1.00323	0.276933
0.968	-0.363235	0.276933
0.969	0.515795	0.276933
0.97	1.45706	0.276933
0.971	2.25834	0.276933
0.972	2.73746	0.276933
0.973	2.77727	0.276933
